Date,Close
10/1/2012 16:00,210.47
10/2/2012 16:00,209.84
10/3/2012 16:00,210.51
10/4/2012 16:00,210.39
10/5/2012 16:00,210.59
10/8/2012 16:00,209.82
10/9/2012 16:00,207.99
10/10/2012 16:00,205.82
10/11/2012 16:00,205.76
10/12/2012 16:00,207.8
10/15/2012 16:00,208.93
10/16/2012 16:00,211
10/17/2012 16:00,200.63
10/18/2012 16:00,194.96
10/19/2012 16:00,193.36
10/22/2012 16:00,194.4
10/23/2012 16:00,191.25
10/24/2012 16:00,190.72
10/25/2012 16:00,191.6
10/26/2012 16:00,193.27
10/31/2012 16:00,194.53
11/1/2012 16:00,197.15
11/2/2012 16:00,193.43
11/5/2012 16:00,194.14
11/6/2012 16:00,195.07
11/7/2012 16:00,191.16
11/8/2012 16:00,190.1
11/9/2012 16:00,189.64
11/12/2012 16:00,189.25
11/13/2012 16:00,188.32
11/14/2012 16:00,185.51
11/15/2012 16:00,185.85
11/16/2012 16:00,186.94
11/19/2012 16:00,190.35
11/20/2012 16:00,189.2
11/21/2012 16:00,190.29
11/23/2012 16:00,193.49
11/26/2012 16:00,192.88
11/27/2012 16:00,191.23
11/28/2012 16:00,191.98
11/29/2012 16:00,191.53
11/30/2012 16:00,190.07
12/3/2012 16:00,189.48
12/4/2012 16:00,189.36
12/5/2012 16:00,188.65
12/6/2012 16:00,189.7
12/7/2012 16:00,191.95
12/10/2012 16:00,192.62
12/11/2012 16:00,194.2
12/12/2012 16:00,192.95
12/13/2012 16:00,191.99
12/14/2012 16:00,191.76
12/17/2012 16:00,193.62
12/18/2012 16:00,195.69
12/19/2012 16:00,195.08
12/20/2012 16:00,194.77
12/21/2012 16:00,193.42
12/24/2012 16:00,192.4
12/26/2012 16:00,191.95
12/27/2012 16:00,192.71
12/28/2012 16:00,189.83
12/31/2012 16:00,191.55
1/2/2013 16:00,196.35
1/3/2013 16:00,195.27
1/4/2013 16:00,193.99
1/7/2013 16:00,193.14
1/8/2013 16:00,192.87
1/9/2013 16:00,192.32
1/10/2013 16:00,192.88
1/11/2013 16:00,194.45
1/14/2013 16:00,192.62
1/15/2013 16:00,192.5
1/16/2013 16:00,192.59
1/17/2013 16:00,193.65
1/18/2013 16:00,194.47
1/22/2013 16:00,196.08
1/23/2013 16:00,204.72
1/24/2013 16:00,204.42
1/25/2013 16:00,204.97
1/28/2013 16:00,204.93
1/29/2013 16:00,203.9
1/30/2013 16:00,203.52
1/31/2013 16:00,203.07
2/1/2013 16:00,205.18
2/4/2013 16:00,203.79
2/5/2013 16:00,202.79
2/6/2013 16:00,201.02
2/7/2013 16:00,199.74
2/8/2013 16:00,201.68
2/11/2013 16:00,200.16
2/12/2013 16:00,200.04
2/13/2013 16:00,200.09
2/14/2013 16:00,199.65
2/15/2013 16:00,200.98
2/19/2013 16:00,200.32
2/20/2013 16:00,199.31
2/21/2013 16:00,198.33
2/22/2013 16:00,201.09
2/25/2013 16:00,197.51
2/26/2013 16:00,199.14
2/27/2013 16:00,202.33
2/28/2013 16:00,200.83
3/1/2013 16:00,202.91
3/4/2013 16:00,205.19
3/5/2013 16:00,206.53
3/6/2013 16:00,208.38
3/7/2013 16:00,209.42
3/8/2013 16:00,210.38
3/11/2013 16:00,210.08
3/12/2013 16:00,210.55
3/13/2013 16:00,212.06
3/14/2013 16:00,215.8
3/15/2013 16:00,214.92
3/18/2013 16:00,213.21
3/19/2013 16:00,213.44
3/20/2013 16:00,215.06
3/21/2013 16:00,212.26
3/22/2013 16:00,212.08
3/25/2013 16:00,210.74
3/26/2013 16:00,212.36
3/27/2013 16:00,210.89
3/28/2013 16:00,213.3
4/1/2013 16:00,212.38
4/2/2013 16:00,214.36
4/3/2013 16:00,212.66
4/4/2013 16:00,211.31
4/5/2013 16:00,209.41
4/8/2013 16:00,209.32
4/9/2013 16:00,209.22
4/10/2013 16:00,212
4/11/2013 16:00,212.92
4/12/2013 16:00,211.38
4/15/2013 16:00,209.26
4/16/2013 16:00,212
4/17/2013 16:00,209.67
4/18/2013 16:00,207.15
4/19/2013 16:00,190
4/22/2013 16:00,187.83
4/23/2013 16:00,191.61
4/24/2013 16:00,191.71
4/25/2013 16:00,193.95
4/26/2013 16:00,194.31
4/29/2013 16:00,199.15
4/30/2013 16:00,202.54
5/1/2013 16:00,199.63
5/2/2013 16:00,202.39
5/3/2013 16:00,204.51
5/6/2013 16:00,202.78
5/7/2013 16:00,203.63
5/8/2013 16:00,204.82
5/9/2013 16:00,203.24
5/10/2013 16:00,204.47
5/13/2013 16:00,202.47
5/14/2013 16:00,203.21
5/15/2013 16:00,203.32
5/16/2013 16:00,204.69
5/17/2013 16:00,208.44
5/20/2013 16:00,207.6
5/21/2013 16:00,208.65
5/22/2013 16:00,206.99
5/23/2013 16:00,206.16
5/24/2013 16:00,205.72
5/28/2013 16:00,207.78
5/29/2013 16:00,207.92
5/30/2013 16:00,209.36
5/31/2013 16:00,208.02
6/3/2013 16:00,208.95
6/4/2013 16:00,206.19
6/5/2013 16:00,202.74
6/6/2013 16:00,203.8
6/7/2013 16:00,206.35
6/10/2013 16:00,205.02
6/11/2013 16:00,203.98
6/12/2013 16:00,201.2
6/13/2013 16:00,203.77
6/14/2013 16:00,202.2
6/17/2013 16:00,203.04
6/18/2013 16:00,204.87
6/19/2013 16:00,201.94
6/20/2013 16:00,197.35
6/21/2013 16:00,195.46
6/24/2013 16:00,193.54
6/25/2013 16:00,194.98
6/26/2013 16:00,194.86
6/27/2013 16:00,195.65
6/28/2013 16:00,191.11
7/1/2013 16:00,191.28
7/2/2013 16:00,191.5
7/3/2013 16:00,193.25
7/5/2013 16:00,194.93
7/8/2013 16:00,194.98
7/9/2013 16:00,191.3
7/10/2013 16:00,192.25
7/11/2013 16:00,192.8
7/12/2013 16:00,192.07
7/15/2013 16:00,194
7/16/2013 16:00,193.85
7/17/2013 16:00,194.55
7/18/2013 16:00,197.99
7/19/2013 16:00,193.54
7/22/2013 16:00,194.09
7/23/2013 16:00,194.98
7/24/2013 16:00,196.61
7/25/2013 16:00,197.22
7/26/2013 16:00,197.35
7/29/2013 16:00,196.21
7/30/2013 16:00,196.01
7/31/2013 16:00,195.04
8/1/2013 16:00,195.81
8/2/2013 16:00,195.16
8/5/2013 16:00,195.5
8/6/2013 16:00,190.99
8/7/2013 16:00,188.56
8/8/2013 16:00,187.93
8/9/2013 16:00,187.82
8/12/2013 16:00,189.09
8/13/2013 16:00,188.42
8/14/2013 16:00,187.53
8/15/2013 16:00,185.79
8/16/2013 16:00,185.34
8/19/2013 16:00,184.23
8/20/2013 16:00,184.56
8/21/2013 16:00,184.86
8/22/2013 16:00,185.19
8/23/2013 16:00,185.42
8/26/2013 16:00,184.74
8/27/2013 16:00,182.74
8/28/2013 16:00,182.16
8/29/2013 16:00,182.64
8/30/2013 16:00,182.27
9/3/2013 16:00,183.96
9/4/2013 16:00,183.13
9/5/2013 16:00,184.15
9/6/2013 16:00,183.03
9/9/2013 16:00,184.98
9/10/2013 16:00,186.6
9/11/2013 16:00,190.7
9/12/2013 16:00,190.73
9/13/2013 16:00,192.17
9/16/2013 16:00,193.15
9/17/2013 16:00,192.16
9/18/2013 16:00,194.42
9/19/2013 16:00,193.39
9/20/2013 16:00,190.02
9/23/2013 16:00,190.99
9/24/2013 16:00,189.97
9/25/2013 16:00,189.47
9/26/2013 16:00,190.22
9/27/2013 16:00,186.92
9/30/2013 16:00,185.18
10/1/2013 16:00,186.38
10/2/2013 16:00,184.96
10/3/2013 16:00,183.86
10/4/2013 16:00,184.1
10/7/2013 16:00,182.01
10/8/2013 16:00,178.72
10/9/2013 16:00,181.32
10/10/2013 16:00,184.77
10/11/2013 16:00,186.16
10/14/2013 16:00,186.97
10/15/2013 16:00,184.66
10/16/2013 16:00,186.73
10/17/2013 16:00,174.83
10/18/2013 16:00,173.78
10/21/2013 16:00,172.86
10/22/2013 16:00,174.97
10/23/2013 16:00,175.77
10/24/2013 16:00,177.8
10/25/2013 16:00,176.85
10/28/2013 16:00,177.35
10/29/2013 16:00,182.12
10/30/2013 16:00,180.15
10/31/2013 16:00,179.21
11/1/2013 16:00,179.23
11/4/2013 16:00,180.27
11/5/2013 16:00,177.85
11/6/2013 16:00,179.19
11/7/2013 16:00,180
11/8/2013 16:00,179.99
11/11/2013 16:00,182.88
11/12/2013 16:00,183.07
